Run,GEO,Name,Chronological_Age_in_Hours,Median_Lifespan_in_Days,Median_Lifespan_in_Hours,Correction_Factor,Biological_Age_in_Hours,Biological_Age_Days,Corrected_Bio_Age_Days,Chronological_Age_Days,Strain,Treatment,AvgSpotLen,Instrument,LibraryLayout,LibrarySelection,RNA_interference,FUDR
SRR2040678,GSE69264,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,312,23,552,0.6739130435,210.2608695652,8.7608695652,8.7416546224,13,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR2040679,GSE69264,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,312,23,552,0.6739130435,210.2608695652,8.7608695652,8.7416546224,13,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR2040680,GSE69264,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,312,23,552,0.6739130435,210.2608695652,8.7608695652,8.7416546224,13,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR2040681,GSE69264,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,312,23,552,0.6739130435,210.2608695652,8.7608695652,8.7416546224,13,rde-1(ne300);unc-119(ed3);Ex[elt-2:GFP;unc-119(+)]   ,FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR1658978,GSE63528,N2 + H2O,240,17.2,412.8,0.9011627907,216.2790697674,9.011627907,8.9866141195,10,N2,FUDR,100,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR5871044,GSE101910,N2 + K12,288,20.2,484.8,0.7673267327,220.9900990099,9.2079207921,9.177342908,12,N2,K12,144,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5871045,GSE101910,N2 + K12,288,20.2,484.8,0.7673267327,220.9900990099,9.2079207921,9.177342908,12,N2,K12,145,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR3657717,GSE83239,spe-9(hc88) + Paraquat,168,11.18,268.32,1.3864042934,232.915921288,9.7048300537,9.6550876077,7,spe-9(hc88),Paraquat,100,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR3657724,GSE83239,spe-9(hc88) + Paraquat,168,11.18,268.32,1.3864042934,232.915921288,9.7048300537,9.6550876077,7,spe-9(hc88),Paraquat,100,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR3657713,GSE83239,mir-60(n4947);spe-9(hc88) + Paraquat,240,15.68,376.32,0.9885204082,237.2448979592,9.8852040816,9.826307827,10,mir-60(n4947);spe-9(hc88),Paraquat,100,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR3657720,GSE83239,mir-60(n4947);spe-9(hc88) + Paraquat,240,15.68,376.32,0.9885204082,237.2448979592,9.8852040816,9.826307827,10,mir-60(n4947);spe-9(hc88),Paraquat,100,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1630869,GSE62720,glp-1(e2141),288,17.54,420.96,0.8836944128,254.503990878,10.6043329533,10.493404775,12,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1630870,GSE62720,glp-1(e2141),288,17.54,420.96,0.8836944128,254.503990878,10.6043329533,10.493404775,12,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1630873,GSE62720,glp-1(e2141) + ev,288,17.54,420.96,0.8836944128,254.503990878,10.6043329533,10.493404775,12,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,Empty vector,None
SRR1630874,GSE62720,glp-1(e2141) + ev,288,17.54,420.96,0.8836944128,254.503990878,10.6043329533,10.493404775,12,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,Empty vector,None
SRR1630881,GSE62720,glp-1(e2141),288,17.54,420.96,0.8836944128,254.503990878,10.6043329533,10.493404775,12,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1630882,GSE62720,glp-1(e2141),288,17.54,420.96,0.8836944128,254.503990878,10.6043329533,10.493404775,12,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5871042,GSE101910,N2 + K12tnaA,288,17.2,412.8,0.9011627907,259.5348837209,10.8139534884,10.6821378208,12,N2,K12tnaA,141,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR5871043,GSE101910,N2 + K12tnaA,288,17.2,412.8,0.9011627907,259.5348837209,10.8139534884,10.6821378208,12,N2,K12tnaA,142,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR2040672,GSE69264,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],312,18.5,444,0.8378378378,261.4054054054,10.8918918919,10.7515363328,13,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR2040673,GSE69264,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],312,18.5,444,0.8378378378,261.4054054054,10.8918918919,10.7515363328,13,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR2040674,GSE69264,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],312,18.5,444,0.8378378378,261.4054054054,10.8918918919,10.7515363328,13,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR2040675,GSE69264,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],312,18.5,444,0.8378378378,261.4054054054,10.8918918919,10.7515363328,13,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR2040676,GSE69264,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],312,18.5,444,0.8378378378,261.4054054054,10.8918918919,10.7515363328,13,rde-1(ne300);unc-119(ed3);Ex[unc-119(+)],FUDR,36,Illumina HiSeq 2000,SINGLE,cDNA,None,FUDR
SRR827443,GSE46051,N2 + Rotenone,467,26.2,628.8,0.5916030534,276.2786259542,11.5116094148,11.286370712,19.4583333333,N2,Rotenone,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827444,GSE46051,N2 + Rotenone,467,26.2,628.8,0.5916030534,276.2786259542,11.5116094148,11.286370712,19.4583333333,N2,Rotenone,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1630877,GSE62720,glp-1(e2141) + met-1(RNAi),288,15.27,366.48,1.0150622135,292.3379174853,12.1807465619,11.8241476595,12,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,met-1,None
SRR1630878,GSE62720,glp-1(e2141) + met-1(RNAi),288,15.27,366.48,1.0150622135,292.3379174853,12.1807465619,11.8241476595,12,glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,met-1,None
SRR827441,GSE46051,N2 + DMSO,467,23.9,573.6,0.6485355649,302.8661087866,12.6194211994,12.150839006,19.4583333333,N2,DMSO,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR827442,GSE46051,N2 + DMSO,467,23.9,573.6,0.6485355649,302.8661087866,12.6194211994,12.150839006,19.4583333333,N2,DMSO,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1630885,GSE62720,met-1(n4337);glp-1(e2141),288,14.45,346.8,1.0726643599,308.9273356401,12.8719723183,12.328979962,12,met-1(n4337);glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR1630886,GSE62720,met-1(n4337);glp-1(e2141),288,14.45,346.8,1.0726643599,308.9273356401,12.8719723183,12.328979962,12,met-1(n4337);glp-1(e2141),None,51,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR834603,GSE46344,N2 + 2-deoxy-D-glucose,493,20.7,496.8,0.7487922705,369.154589372,15.3814412238,13.7442627585,20.5416666667,N2,DOG,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR834604,GSE46344,N2 + 2-deoxy-D-glucose,493,20.7,496.8,0.7487922705,369.154589372,15.3814412238,13.7442627585,20.5416666667,N2,DOG,50,Illumina HiSeq 2000,SINGLE,cDNA,None,None
SRR7474941,SRP152334,daf-2(e1370),1,34.41,825.84,0.4504504505,0.4504504505,0.0187687688,0.018768758,0.0416666667,daf-2(e1370),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474942,SRP152334,daf-2(e1370),1,34.41,825.84,0.4504504505,0.4504504505,0.0187687688,0.018768758,0.0416666667,daf-2(e1370),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR8689282,GSE127917,isp-1(qm150),24,25.27,606.48,0.6133755441,14.721013059,0.6133755441,0.6133755045,1,isp-1(qm150),None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR8689286,GSE127917,isp-1(qm150),24,25.27,606.48,0.6133755441,14.721013059,0.6133755441,0.6133755045,1,isp-1(qm150),None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR8689290,GSE127917,isp-1(qm150),24,25.27,606.48,0.6133755441,14.721013059,0.6133755441,0.6133755045,1,isp-1(qm150),None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR1198069,GSE55988,eat-2(ad465),1,24.62,590.88,0.6295694557,0.6295694557,0.0262320607,0.0262320497,0.0416666667,eat-2(ad465),None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198070,GSE55988,eat-2(ad465),1,24.62,590.88,0.6295694557,0.6295694557,0.0262320607,0.0262320497,0.0416666667,eat-2(ad465),None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198071,GSE55988,eat-2(ad465),1,24.62,590.88,0.6295694557,0.6295694557,0.0262320607,0.0262320497,0.0416666667,eat-2(ad465),None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198072,GSE55988,nhr-62(tm1818);eat-2(ad465),1,19.78,474.72,0.783619818,0.783619818,0.0326508258,0.0326508147,0.0416666667,nhr-62(tm1818);eat-2(ad465),None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198073,GSE55988,nhr-62(tm1818);eat-2(ad465),1,19.78,474.72,0.783619818,0.783619818,0.0326508258,0.0326508147,0.0416666667,nhr-62(tm1818);eat-2(ad465),None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198074,GSE55988,nhr-62(tm1818);eat-2(ad465),1,19.78,474.72,0.783619818,0.783619818,0.0326508258,0.0326508147,0.0416666667,nhr-62(tm1818);eat-2(ad465),None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8689280,GSE127917,N2,24,19.42,466.08,0.798146241,19.1555097837,0.798146241,0.7981461821,1,N2,None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR8689284,GSE127917,N2,24,19.42,466.08,0.798146241,19.1555097837,0.798146241,0.7981461821,1,N2,None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR8689288,GSE127917,N2,24,19.42,466.08,0.798146241,19.1555097837,0.798146241,0.7981461821,1,N2,None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR1198063,GSE55988,N2,1,18.93,454.32,0.8188061278,0.8188061278,0.034116922,0.0341169109,0.0416666667,N2,None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198064,GSE55988,N2,1,18.93,454.32,0.8188061278,0.8188061278,0.034116922,0.0341169109,0.0416666667,N2,None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198065,GSE55988,N2,1,18.93,454.32,0.8188061278,0.8188061278,0.034116922,0.0341169109,0.0416666667,N2,None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198066,GSE55988,nhr-62(tm1818),1,18.09,434.16,0.8568269762,0.8568269762,0.035701124,0.0357011129,0.0416666667,nhr-62(tm1818),None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198067,GSE55988,nhr-62(tm1818),1,18.09,434.16,0.8568269762,0.8568269762,0.035701124,0.0357011129,0.0416666667,nhr-62(tm1818),None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR1198068,GSE55988,nhr-62(tm1818),1,18.09,434.16,0.8568269762,0.8568269762,0.035701124,0.0357011129,0.0416666667,nhr-62(tm1818),None,101,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8689283,GSE127917,nfyb-1(cu13); isp-1(qm150),24,17.62,422.88,0.8796821793,21.1123723042,0.8796821793,0.8796821093,1,nfyb-1(cu13); isp-1(qm150),None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR8689287,GSE127917,nfyb-1(cu13); isp-1(qm150),24,17.62,422.88,0.8796821793,21.1123723042,0.8796821793,0.8796821093,1,nfyb-1(cu13); isp-1(qm150),None,131,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR8689291,GSE127917,nfyb-1(cu13); isp-1(qm150),24,17.62,422.88,0.8796821793,21.1123723042,0.8796821793,0.8796821093,1,nfyb-1(cu13); isp-1(qm150),None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR7474925,SRP152334,glp-1(e2141),1,16.73,401.52,0.9264793784,0.9264793784,0.0386033074,0.0386032962,0.0416666667,glp-1(e2141),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474926,SRP152334,glp-1(e2141),1,16.73,401.52,0.9264793784,0.9264793784,0.0386033074,0.0386032962,0.0416666667,glp-1(e2141),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR8689281,GSE127917,nfyb-1(cu13),24,16.39,393.36,0.9456985967,22.6967663209,0.9456985967,0.9456985162,1,nfyb-1(cu13),None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR8689285,GSE127917,nfyb-1(cu13),24,16.39,393.36,0.9456985967,22.6967663209,0.9456985967,0.9456985162,1,nfyb-1(cu13),None,149,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR8689289,GSE127917,nfyb-1(cu13),24,16.39,393.36,0.9456985967,22.6967663209,0.9456985967,0.9456985162,1,nfyb-1(cu13),None,148,Illumina HiSeq 2500,SINGLE,cDNA,None,
SRR7474937,SRP152334,daf-2(e1370);hlh-30(tm1978),1,15.42,370.08,1.0051880674,1.0051880674,0.0418828361,0.0418828248,0.0416666667,daf-2(e1370);hlh-30(tm1978),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474938,SRP152334,daf-2(e1370);hlh-30(tm1978),1,15.42,370.08,1.0051880674,1.0051880674,0.0418828361,0.0418828248,0.0416666667,daf-2(e1370);hlh-30(tm1978),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR2176164,GSE72232,N2,1,15.2,364.8,1.0197368421,1.0197368421,0.0424890351,0.0424890238,0.0416666667,N2,None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR2176168,GSE72232,N2,1,15.2,364.8,1.0197368421,1.0197368421,0.0424890351,0.0424890238,0.0416666667,N2,None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR2176172,GSE72232,N2,1,15.2,364.8,1.0197368421,1.0197368421,0.0424890351,0.0424890238,0.0416666667,N2,None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR7474933,SRP152334,N2,1,14.11,338.64,1.0985116938,1.0985116938,0.0457713206,0.0457713092,0.0416666667,N2,FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474934,SRP152334,N2,1,14.11,338.64,1.0985116938,1.0985116938,0.0457713206,0.0457713092,0.0416666667,N2,FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474939,SRP152334,N2,1,14.11,338.64,1.0985116938,1.0985116938,0.0457713206,0.0457713092,0.0416666667,N2,FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474940,SRP152334,N2,1,14.11,338.64,1.0985116938,1.0985116938,0.0457713206,0.0457713092,0.0416666667,N2,FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR8435670,GSE124994,gon-2(q388);gem-1(bc364),1,11.75,282,1.3191489362,1.3191489362,0.054964539,0.0549645274,0.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435671,GSE124994,gon-2(q388);gem-1(bc364),1,11.75,282,1.3191489362,1.3191489362,0.054964539,0.0549645274,0.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435672,GSE124994,gon-2(q388);gem-1(bc364),1,11.75,282,1.3191489362,1.3191489362,0.054964539,0.0549645274,0.0416666667,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435667,GSE124994,fem-3(q20) IV,1,11.0833333333,265.9999999992,1.3984962406,1.3984962406,0.0582706767,0.058270665,0.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435668,GSE124994,fem-3(q20) IV,1,11.0833333333,265.9999999992,1.3984962406,1.3984962406,0.0582706767,0.058270665,0.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435669,GSE124994,fem-3(q20) IV,1,11.0833333333,265.9999999992,1.3984962406,1.3984962406,0.0582706767,0.058270665,0.0416666667,fem-3(q20),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR7474935,SRP152334,daf-16(mgDf47);daf-2(e1370),1,10.39,249.36,1.4918190568,1.4918190568,0.0621591274,0.0621591155,0.0416666667,daf-16(mgDf47);daf-2(e1370),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474936,SRP152334,daf-16(mgDf47);daf-2(e1370),1,10.39,249.36,1.4918190568,1.4918190568,0.0621591274,0.0621591155,0.0416666667,daf-16(mgDf47);daf-2(e1370),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474927,SRP152334,daf-16(mu86);glp-1(e2141),1,10.04,240.96,1.5438247012,1.5438247012,0.0643260292,0.0643260173,0.0416666667,daf-16(mu86);glp-1(e2141),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474928,SRP152334,daf-16(mu86);glp-1(e2141),1,10.04,240.96,1.5438247012,1.5438247012,0.0643260292,0.0643260173,0.0416666667,daf-16(mu86);glp-1(e2141),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474929,SRP152334,glp-1(e2141);hlh-30(tm1978),1,9.31,223.44,1.6648764769,1.6648764769,0.0693698532,0.0693698412,0.0416666667,glp-1(e2141);hlh-30(tm1978),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR7474930,SRP152334,glp-1(e2141);hlh-30(tm1978),1,9.31,223.44,1.6648764769,1.6648764769,0.0693698532,0.0693698412,0.0416666667,glp-1(e2141);hlh-30(tm1978),FUDR,51,Illumina HiSeq 2500,SINGLE,Oligo-dT,None,FUDR
SRR2176166,GSE72232,mir-71(n4115),1,8.7,208.8,1.7816091954,1.7816091954,0.0742337165,0.0742337043,0.0416666667,mir-71(n4115),None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR2176170,GSE72232,mir-71(n4115),1,8.7,208.8,1.7816091954,1.7816091954,0.0742337165,0.0742337043,0.0416666667,mir-71(n4115),None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR2176174,GSE72232,mir-71(n4115),1,8.7,208.8,1.7816091954,1.7816091954,0.0742337165,0.0742337043,0.0416666667,mir-71(n4115),None,76,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR10200219,GSE138129,isp-1(qm150) + ev,12,26.5,636,0.5849056604,7.0188679245,0.2924528302,0.2924528105,0.5,isp-1(qm150),None,201,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10200220,GSE138129,isp-1(qm150) + ev,12,26.5,636,0.5849056604,7.0188679245,0.2924528302,0.2924528105,0.5,isp-1(qm150),None,201,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10200221,GSE138129,isp-1(qm150) + ev,12,26.5,636,0.5849056604,7.0188679245,0.2924528302,0.2924528105,0.5,isp-1(qm150),None,201,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR6983674,GSE112978,ceh-60(ok1485),16,35,840,0.4428571429,7.0857142857,0.2952380952,0.2952380754,0.6666666667,ceh-60(ok1485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6983675,GSE112978,ceh-60(ok1485),16,35,840,0.4428571429,7.0857142857,0.2952380952,0.2952380754,0.6666666667,ceh-60(ok1485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6983676,GSE112978,ceh-60(ok1485),16,35,840,0.4428571429,7.0857142857,0.2952380952,0.2952380754,0.6666666667,ceh-60(ok1485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255708,GSE112978,ceh-60(ok1485);pqm-1(rhd90),16,30,720,0.5166666667,8.2666666667,0.3444444444,0.3444444224,0.6666666667,ceh-60(ok1485);pqm-1(rhd90),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255709,GSE112978,ceh-60(ok1485);pqm-1(rhd90),16,30,720,0.5166666667,8.2666666667,0.3444444444,0.3444444224,0.6666666667,ceh-60(ok1485);pqm-1(rhd90),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255710,GSE112978,ceh-60(ok1485);pqm-1(rhd90),16,30,720,0.5166666667,8.2666666667,0.3444444444,0.3444444224,0.6666666667,ceh-60(ok1485);pqm-1(rhd90),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR5202809,GSE94077,daf-2(e1370),24,40,960,0.3875,9.3,0.3875,0.3874999757,1,daf-2(e1370),None,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
SRR5202813,GSE94077,daf-2(e1370),24,40,960,0.3875,9.3,0.3875,0.3874999757,1,daf-2(e1370),None,302,Illumina HiSeq 2500,PAIRED,cDNA,None,None
ERR947360,ERP010876,glp-1(e2141ts),24,39.33,943.92,0.394101195,9.4584286804,0.394101195,0.3941011704,1,glp-1(e2141),None,100,Illumina HiSeq 2500,SINGLE,PCR,Empty vector,None
ERR947361,ERP010876,glp-1(e2141ts),24,39.33,943.92,0.394101195,9.4584286804,0.394101195,0.3941011704,1,glp-1(e2141),None,100,Illumina HiSeq 2500,SINGLE,PCR,Empty vector,None
ERR947362,ERP010876,glp-1(e2141ts),24,39.33,943.92,0.394101195,9.4584286804,0.394101195,0.3941011704,1,glp-1(e2141),None,100,Illumina HiSeq 2500,SINGLE,PCR,Empty vector,None
ERR947363,ERP010876,glp-1(e2141ts),24,39.33,943.92,0.394101195,9.4584286804,0.394101195,0.3941011704,1,glp-1(e2141),None,99,Illumina HiSeq 2500,SINGLE,PCR,Empty vector,None
ERR947364,ERP010876,glp-1(e2141ts),24,39.33,943.92,0.394101195,9.4584286804,0.394101195,0.3941011704,1,glp-1(e2141),None,99,Illumina HiSeq 2500,SINGLE,PCR,Empty vector,None
ERR947365,ERP010876,glp-1(e2141ts),24,39.33,943.92,0.394101195,9.4584286804,0.394101195,0.3941011704,1,glp-1(e2141),None,99,Illumina HiSeq 2500,SINGLE,PCR,Empty vector,None
SRR8255699,GSE112978,pqm-1(ok485),16,26,624,0.5961538462,9.5384615385,0.3974358974,0.3974358726,0.6666666667,pqm-1(ok485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255700,GSE112978,pqm-1(ok485),16,26,624,0.5961538462,9.5384615385,0.3974358974,0.3974358726,0.6666666667,pqm-1(ok485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255701,GSE112978,pqm-1(ok485),16,26,624,0.5961538462,9.5384615385,0.3974358974,0.3974358726,0.6666666667,pqm-1(ok485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR10200213,GSE138129,N2 + ev,12,18.4,441.6,0.8423913043,10.1086956522,0.4211956522,0.4211956261,0.5,N2,None,200,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10200214,GSE138129,N2 + ev,12,18.4,441.6,0.8423913043,10.1086956522,0.4211956522,0.4211956261,0.5,N2,None,201,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR10200215,GSE138129,N2 + ev,12,18.4,441.6,0.8423913043,10.1086956522,0.4211956522,0.4211956261,0.5,N2,None,201,Illumina HiSeq 2500,PAIRED,cDNA,Empty vector,
SRR6983668,GSE112978,N2,16,23,552,0.6739130435,10.7826086957,0.4492753623,0.4492753346,0.6666666667,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6983669,GSE112978,N2,16,23,552,0.6739130435,10.7826086957,0.4492753623,0.4492753346,0.6666666667,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR6983670,GSE112978,N2,16,23,552,0.6739130435,10.7826086957,0.4492753623,0.4492753346,0.6666666667,N2,None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255702,GSE112978,pqm-1(rhd90),16,23,552,0.6739130435,10.7826086957,0.4492753623,0.4492753346,0.6666666667,pqm-1(rhd90),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255703,GSE112978,pqm-1(rhd90),16,23,552,0.6739130435,10.7826086957,0.4492753623,0.4492753346,0.6666666667,pqm-1(rhd90),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255704,GSE112978,pqm-1(rhd90),16,23,552,0.6739130435,10.7826086957,0.4492753623,0.4492753346,0.6666666667,pqm-1(rhd90),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255705,GSE112978,ceh-60(ok1485);pqm-1(ok485),16,23,552,0.6739130435,10.7826086957,0.4492753623,0.4492753346,0.6666666667,ceh-60(ok1485);pqm-1(ok485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255706,GSE112978,ceh-60(ok1485);pqm-1(ok485),16,23,552,0.6739130435,10.7826086957,0.4492753623,0.4492753346,0.6666666667,ceh-60(ok1485);pqm-1(ok485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8255707,GSE112978,ceh-60(ok1485);pqm-1(ok485),16,23,552,0.6739130435,10.7826086957,0.4492753623,0.4492753346,0.6666666667,ceh-60(ok1485);pqm-1(ok485),None,50,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435676,GSE124994,gon-2(q388);gem-1(bc364),9,11.75,282,1.3191489362,11.8723404255,0.4946808511,0.4946808204,0.375,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
SRR8435677,GSE124994,gon-2(q388);gem-1(bc364),9,11.75,282,1.3191489362,11.8723404255,0.4946808511,0.4946808204,0.375,gon-2(q388);gem-1(bc364),None,51,Illumina HiSeq 2500,SINGLE,cDNA,None,None
